Animal,MPTP,FName1,FName2,DateCollected,Depth,A_P,M_L,Depth_acx,A_P_acx,M_L_acx,UnitNum1,UnitNum2,Antidrom,Latency,Threshold,LAT2,Thresh2,SENSORY,SENS_DETAIL,ntrials1_1,ntrials1_2,emg_collected,lfp_collected,ntrials2_1,ntrials2_2,StimData,emg_muscle_1,emg_muscle_2,emg_muscle_3,emg_muscle_4,emg_muscle_5,emg_muscle_6,Microtim_Effect,Microstim_Threshold
V,Pre,v0502,,06-Apr-1999,22.13,4,-4,15.0239679239859,-4.2,15.0233685366163,1,,PED,1.4,53,NaN,NaN,wrist / hand,"ext / thumb abd",10,10,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,wrist ext.,30
V,Pre,v0601,,07-Apr-1999,19.5,2,-6,18.3277591566229,-6.2,15.0665367095093,1,,STRI,3.15,830,NaN,NaN,hand,"active grip",10,10,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,wrist flex.,30
V,Pre,v1001,,09-Apr-1999,19,4,-6,18.7217645334262,-4.2,15.3743674471722,1,,NR,NaN,NaN,NaN,NaN,hand,"finger flex",10,10,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1001,,09-Apr-1999,19,4,-6,18.7217645334262,-4.2,15.3743674471722,2,,STRI,4.45,600,NaN,NaN,NR,"NR",10,10,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1002,,09-Apr-1999,19.8,4,-6,18.0913559305409,-4.2,14.8818382669116,1,,PED,1.4,610,NaN,NaN,hand,"palm probe",10,10,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1003,,09-Apr-1999,20,4,-6,17.9337537798195,-4.2,14.7587059718465,1,,STRI,4.85,660,NaN,NaN,NR,"NR",10,10,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,finger flex.,30
V,Pre,v1004,,09-Apr-1999,20.47,4,-6,17.5633887256243,-4.2,14.4693450784434,1,,STRI,4,NaN,NaN,NaN,NR,"NR",8,9,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1005,,12-Apr-1999,17.88,4,-6,19.6043365774658,-4.2,16.0639082995369,1,,NR,NaN,NaN,NaN,NaN,hand,"thumb ext",10,10,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1006,,12-Apr-1999,18.77,4,-6,18.9030070067558,-4.2,15.5159695864971,1,,PED,2.1,350,NaN,NaN,wrist,"radial deviation",10,10,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,finger flex.,30
V,Pre,v1101,,13-Apr-1999,17.9,6,-4,18.3572534117423,-2.2,17.6276165772438,1,,PED,4.1,300,NaN,NaN,NT,"NT",6,6,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1102,,13-Apr-1999,17.41,6,-4,18.7433786810096,-2.2,17.9292907001534,1,,NR,NaN,NaN,NaN,NaN,NR,"NR",6,5,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nr,nan
V,Pre,v1102,,13-Apr-1999,17.41,6,-4,18.7433786810096,-2.2,17.9292907001534,2,,NR,NaN,NaN,NaN,NaN,hand,"finger ext",6,5,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nr,nan
V,Pre,v1103,,13-Apr-1999,18,6,-4,18.2784523363816,-2.2,17.5660504297113,1,,NR,NaN,NaN,NaN,NaN,NR,"",9,9,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1301,,15-Apr-1999,18.2,4,-5,18.736511660986,-4.2,16.6549073810394,1,,STRI,3.9,NaN,NaN,NaN,NR,"NR",6,6,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,finger ext.,nt
V,Pre,v1302,,15-Apr-1999,18.77,4,-5,18.2873455314301,-4.2,16.3039803401038,1,,PED,1.75,80,NaN,NaN,NR,"NR",10,10,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1303,,15-Apr-1999,18.25,4,-5,18.6971111233056,-4.2,16.6241243072731,1,,PED,1.4,NaN,NaN,NaN,hand,"finger pad sensitive",10,10,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1303,,15-Apr-1999,18.25,4,-5,18.6971111233056,-4.2,16.6241243072731,2,,NR,NaN,NaN,NaN,NaN,NR,"NR",10,10,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1304,,15-Apr-1999,19.35,4,-5,17.8302992943382,-4.2,15.9468966844149,1,,PED,2.75,1000,NaN,NaN,hand,"finger ext",9,9,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1305,,15-Apr-1999,18.43,4,-5,18.5552691876564,-4.2,16.5133052417145,1,,PED,1.35,400,NaN,NaN,NR,"NR",7,8,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1401,,11-May-1999,22.99,2,-6,15.5776016265354,-6.2,12.9178781606228,1,,STRI,8.4,NaN,NaN,NaN,hand,"active grip",10,10,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1402,,11-May-1999,23.7,2,-6,15.0181139914746,-6.2,12.4807585131416,1,,STRI,3.3,590,NaN,NaN,hand,"palm squeeze at base of little finger",10,10,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1403,,12-May-1999,23.27,2,-6,15.3569586155255,-6.2,12.7454929475316,1,,PED,1.9,75,NaN,NaN,NT,"NT",8,8,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,wrist ext.,30
V,Pre,v1501,v1501b,13-May-1999,19.7,4,-4,16.9388340552502,-4.2,16.5194259216576,1,1,STRI,6.35,960,NaN,NaN,NR,"NR",10,10,6,0,10,10,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1601,v1601b,17-May-1999,17.8,6,-4,18.436054487103,-2.2,17.6891827247764,1,1,PED,2.85,NaN,NaN,NaN,NR,"NR",10,10,6,0,10,10,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,wrist ext.,30
V,Pre,v1602,v1602b,17-May-1999,18,6,-4,18.2784523363816,-2.2,17.5660504297113,1,1,PED,3.15,320,NaN,NaN,NT,"NT",10,10,6,0,5,5,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1702,v1702b,18-May-1999,17.5,2,-4,18.672457713185,-6.2,17.8738811673741,1,1,PED,3,NaN,NaN,NaN,hand,"palm surf, last 3 fingers",10,10,6,0,10,10,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1703,v1703b,18-May-1999,18.2,2,-4,18.1208501856603,-6.2,17.4429181346461,1,1,STRI,4.8,750,NaN,NaN,hand,"selective finger flex",10,10,6,0,10,10,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1801,,20-May-1999,17.9,0,-4,18.3572534117423,-8.2,17.6276165772438,1,,NR,NaN,NaN,NaN,NaN,NT,"NT",6,6,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1802,,20-May-1999,18.19,0,-4,18.1287302931964,-8.2,17.4490747493994,1,,NR,NaN,NaN,NaN,NaN,hand,"finger tap",10,10,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1802,,20-May-1999,18.19,0,-4,18.1287302931964,-8.2,17.4490747493994,2,,PED,2.35,650,NaN,NaN,hand,"finger flex",10,10,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v1901,,20-May-1999,18.57,0,-4,17.8292862068258,-8.2,17.2151233887756,1,,PED,1.65,370,NaN,NaN,hand,"thumb ext & abd",10,10,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nr,35
V,Pre,v1902,v1902b,20-May-1999,18.5,0,-4,17.8844469595783,-8.2,17.2582196920484,1,1,PED,1.45,420,NaN,NaN,hand,"finger tap & flex",10,10,6,0,10,10,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v2001,,24-May-1999,22.52,2,-2,13.4853207794279,-6.2,16.3592820684527,1,,PED,NaN,300,NaN,NaN,hand,"thumb ext",6,6,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,finger flex.,10
V,Pre,v2001,,24-May-1999,22.52,2,-2,13.4853207794279,-6.2,16.3592820684527,2,,PED,NaN,80,NaN,NaN,hand,"thumb ext",6,6,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,finger flex.,10
V,Pre,v2301,,26-May-1999,16.78,1,-2,18.0085025051305,-7.2,19.893178936822,1,,NR,NaN,NaN,NaN,NaN,hand,"light touch",10,10,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nr,40
V,Pre,v2302,,26-May-1999,16.9,1,-2,17.9139412146977,-7.2,19.8192995597829,1,,PED,1.3,425,NaN,NaN,hand,"finger ext - not cut",10,10,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nr,40
V,Pre,v2401,,26-May-1999,22.4,3,-3,14.1955435451864,-5.2,15.6451506918851,1,,NR,NaN,NaN,NaN,NaN,forearm,"deep probing",10,10,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v2501,,27-May-1999,20.67,5,-2,14.9431406736004,-3.2,17.4982557978052,1,,STRI,2.35,320,NaN,NaN,hand,"active",10,10,6,0,NaN,NaN,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nr,40
V,Pre,v2502,,27-May-1999,20.1,5,-2,15.3923068031562,-3.2,17.8491828387408,1,,NR,NaN,NaN,NaN,NaN,hand,"thumb light touch",17,16,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nr,nan
V,Pre,v2601,,01-Jun-1999,18.56,6,-2,16.6058433637106,-2.2,18.7973015107423,1,,PED,1.9,950,NaN,NaN,hand,"thumb ext",10,10,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,elbow ext.,30
V,Pre,v2602,,01-Jun-1999,18.72,6,-2,16.4797616431335,-2.2,18.6987956746902,1,,PED,1.05,290,NaN,NaN,elbow,"ext",5,5,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v2701,v2702,07-Jun-1999,19.65,5,-2,15.7469116422792,-3.2,18.1262305026374,1,2,STRI,5.5,280,NaN,NaN,NR,"NR",9,9,5,0,10,10,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2702,,07-Jun-1999,19.65,5,-2,15.7469116422792,-3.2,18.1262305026374,1,,NR,NaN,NaN,NaN,NaN,hand,"thumb",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,finger abd.,nt
V,Pre,v2703,,07-Jun-1999,19.88,5,-2,15.5656691689497,-3.2,17.9846283633125,1,,STRI,5.2,300,NaN,NaN,NR,"NR",10,10,5,0,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2704,,08-Jun-1999,19.4,5,-2,15.9439143306809,-3.2,18.2801458714688,1,,PED,1.45,800,NaN,NaN,hand,"index finger / thumb",10,10,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2705,,08-Jun-1999,19.72,5,-2,15.6917508895268,-3.2,18.0831341993646,1,,PED,2.15,77,NaN,NaN,hand,"thumb light touch",10,10,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2705,,08-Jun-1999,19.72,5,-2,15.6917508895268,-3.2,18.0831341993646,2,,PED,1.35,95,NaN,NaN,hand,"thumb light touch",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2706,,08-Jun-1999,19.98,5,-2,15.486868093589,-3.2,17.9230622157799,1,,PED,1.8,80,NaN,NaN,hand / arm,"thumb / proximal arm",7,7,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2706,,08-Jun-1999,19.98,5,-2,15.486868093589,-3.2,17.9230622157799,2,,NR,NaN,NaN,NaN,NaN,hand / arm,"thumb / proximal arm",7,7,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2707,,09-Jun-1999,20.94,5,-2,14.7303777701266,-3.2,17.3320271994673,1,,NR,NaN,NaN,NaN,NaN,shoulder,"adduction",5,6,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,elbow flex.,10
V,Pre,v2801,,10-Jun-1999,18.75,7,-2,16.4561213205253,-1.2,18.6803258304305,1,,NR,NaN,NaN,NaN,NaN,NT,"NT",5,5,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nr,40
V,Pre,v2801,,10-Jun-1999,18.6,7,-2,16.5743229335663,-1.2,18.7726750517293,2,,NR,NaN,NaN,NaN,NaN,NT,"NT",5,5,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nr,40
V,Pre,v2802,,10-Jun-1999,19.6,7,-2,15.7863121799596,-1.2,18.1570135764037,1,,NR,NaN,NaN,NaN,NaN,elbow,"flex",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2803,,10-Jun-1999,19.9,7,-2,15.5499089538775,-1.2,17.972315133806,1,,PED,3.2,75,NaN,NaN,NT,"NT",3,3,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2804,,11-Jun-1999,19.3,7,-2,16.0227154060416,-1.2,18.3417120190014,1,,NR,NaN,NaN,NaN,NaN,elbow,"ext",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2805,,11-Jun-1999,19.94,7,-2,15.5183885237333,-1.2,17.9476886747929,1,,PED,0.9,410,NaN,NaN,elbow,"ext",10,10,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nr,40
V,Pre,v2806,,11-Jun-1999,19.8,7,-2,15.6287100292382,-1.2,18.0338812813385,1,,NR,NaN,NaN,NaN,NaN,NR,"NR",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2806,,11-Jun-1999,19.8,7,-2,15.6287100292382,-1.2,18.0338812813385,2,,NR,NaN,NaN,NaN,NaN,elbow,"ext",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2807,,16-Jun-1999,18.53,7,-2,16.6294836863188,-1.2,18.8157713550021,1,,NR,NaN,NaN,NaN,NaN,NT,"NT",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2808,,16-Jun-1999,18.8,7,-2,16.4167207828449,-1.2,18.6495427566642,1,,NR,NaN,NaN,NaN,NaN,NT,"NT",8,8,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2809,,16-Jun-1999,19.1,7,-2,16.1803175567629,-1.2,18.4648443140665,1,,PED,3.55,625,NaN,NaN,NR,"NR",10,10,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nr,40
V,Pre,v2810,,17-Jun-1999,18.9,7,-2,16.3379197074843,-1.2,18.5879766091316,1,,NR,NaN,NaN,NaN,NaN,elbow,"flex",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2810,,17-Jun-1999,18.9,7,-2,16.3379197074843,-1.2,18.5879766091316,2,,STRI,5.6,860,NaN,NaN,NR,"NR",10,10,5,0,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2811,,17-Jun-1999,19,7,-2,16.2591186321236,-1.2,18.526410461599,1,,PED,2.3,700,NaN,NaN,NR,"NR",10,10,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2901,,18-Jun-1999,20.55,4,-2,15.0377019640332,-4.2,17.5721351748443,1,,NR,NaN,NaN,NaN,NaN,wrist / elbow,"ext",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2902,,18-Jun-1999,21,4,-2,14.6830971249102,-4.2,17.2950875109477,1,,STRI,6.1,950,NaN,NaN,elbow,"flex",10,10,5,0,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,forearm sup.,30
V,Pre,v2903,,18-Jun-1999,21.9,4,-2,13.9738874466641,-4.2,16.7409921831546,1,,NR,NaN,NaN,NaN,NaN,elbow,"flex",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2904,,21-Jun-1999,22.11,4,-2,13.8084051884067,-4.2,16.6117032733363,1,,STRI,3.7,780,NaN,NaN,forearm,"sup.",10,10,5,0,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,forearm sup.,30
V,Pre,v2905,,21-Jun-1999,22.13,4,-2,13.7926449733346,-4.2,16.5993900438297,1,,NR,NaN,NaN,NaN,NaN,wrist,"radial deviation",5,5,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,wrist rad. dev.,25
V,Pre,v2906,,21-Jun-1999,22.9,4,-2,13.1858766930574,-4.2,16.125330707829,1,,NR,NaN,NaN,NaN,NaN,NT,"NT",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v2907,,21-Jun-1999,22.4,4,-2,13.5798820698607,-4.2,16.4331614454918,1,,PED/STRI,1.3,300,1.5,250,hand,"finger ext",10,10,5,0,0,0,Ped/Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3001,,23-Jun-1999,17.5,6,-2,17.4411347625337,-2.2,19.4499026745875,1,,STRI,5.9,600,NaN,NaN,NR,"NR",8,8,5,0,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3002,,23-Jun-1999,17.8,6,-2,17.2047315364517,-2.2,19.2652042319898,1,,NR,NaN,NaN,NaN,NaN,NT,"NT",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3002,,23-Jun-1999,17.8,6,-2,17.2047315364517,-2.2,19.2652042319898,2,,NR,NaN,NaN,NaN,NaN,NT,"NT",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3003,,23-Jun-1999,18.23,6,-2,16.8658869124008,-2.2,19.0004697975998,1,,PED,1.9,540,NaN,NaN,NR,"NR",6,6,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3004,,23-Jun-1999,17.6,6,-2,17.362333687173,-2.2,19.388336527055,1,,STRI,3.9,316,NaN,NaN,NR,"NR",10,10,5,0,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3005,,23-Jun-1999,17.7,6,-2,17.2835326118123,-2.2,19.3267703795224,1,,NR,NaN,NaN,NaN,NaN,NR,"NR",5,5,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3006,,23-Jun-1999,18.2,6,-2,16.889527235009,-2.2,19.0189396418596,1,,PED,2.5,1000,NaN,NaN,shoulder,"elevation",10,10,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nr,40
V,Pre,v3007,,23-Jun-1999,18.4,6,-2,16.7319250842876,-2.2,18.8958073467944,1,,PED,1.25,200,NaN,NaN,shoulder,"clavicle probe",10,10,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3007,,23-Jun-1999,18.4,6,-2,16.7319250842876,-2.2,18.8958073467944,2,,PED,3.45,120,NaN,NaN,NR,"NR",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3101,,25-Jun-1999,17.45,5,-4,18.7118582508653,-3.2,17.9046642411404,1,,PED,2.9,340,NaN,NaN,wrist,"flex",10,10,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3102,,25-Jun-1999,17.6,5,-4,18.5936566378243,-3.2,17.8123150198415,1,,NR,NaN,NaN,NaN,NaN,NR,"NR",6,7,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,wrist ext.,25
V,Pre,v3103,,25-Jun-1999,17.8,5,-4,18.436054487103,-3.2,17.6891827247764,1,,PED,3.2,560,NaN,NaN,finger,"ext",10,10,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3103,,25-Jun-1999,17.8,5,-4,18.436054487103,-3.2,17.6891827247764,2,,PED,2,340,NaN,NaN,finger,"ext",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3104,,25-Jun-1999,18.16,5,-4,18.1523706158046,-3.2,17.4675445936592,1,,NR,NaN,NaN,NaN,NaN,hand,"active / pinch",10,10,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3104,,25-Jun-1999,18.16,5,-4,18.1523706158046,-3.2,17.4675445936592,2,,PED,1.7,710,NaN,NaN,wrist,"flex",10,10,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3105,,28-Jun-1999,18.2,5,-4,18.1208501856603,-3.2,17.4429181346461,1,,PED,0.85,20,NaN,NaN,hand,"finger glabrous",10,10,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3106,,28-Jun-1999,18.5,5,-4,17.8844469595783,-3.2,17.2582196920484,1,,STRI,3.85,250,NaN,NaN,NR,"NR",10,10,5,0,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
