Animal,MPTP,FName1,FName2,DateCollected,Depth,A_P,M_L,Depth_acx,A_P_acx,M_L_acx,UnitNum1,UnitNum2,Antidrom,Latency,Threshold,LAT2,Thresh2,SENSORY,SENS_DETAIL,ntrials1_1,ntrials1_2,emg_collected,lfp_collected,ntrials2_1,ntrials2_2,StimData,emg_muscle_1,emg_muscle_2,emg_muscle_3,emg_muscle_4,emg_muscle_5,emg_muscle_6,Microtim_Effect,Microstim_Threshold
V,Pre,v4003,,11-Aug-1999,19.88,4,-3,16.1813306442753,-4.2,17.1966176097058,1,,NR,NaN,NaN,NaN,NaN,hand,"palm light touch",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4003,,11-Aug-1999,19.88,4,-3,16.1813306442753,-4.2,17.1966176097058,2,,STRI,6.4,810,NaN,NaN,NR,"NR",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4004,,11-Aug-1999,20.24,4,-3,15.8976467729769,-4.2,16.9749794785885,1,,PED,1.15,780,NaN,NaN,forearm,"pron",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,wrist ulnar dev.,6
V,Pre,v4004,,11-Aug-1999,20.24,4,-3,15.8976467729769,-4.2,16.9749794785885,2,,PED,3.25,100,NaN,NaN,wrist,"ext",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,wrist ulnar dev.,6
V,Pre,v4005,,11-Aug-1999,20.58,4,-3,15.6297231167506,-4.2,16.7656545769778,1,,PED,1.2,28,NaN,NaN,forearm,"pron",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4006,,12-Aug-1999,20.5,4,-3,15.6927639770392,-4.2,16.8149074950038,1,,PED,0.65,25,NaN,NaN,forearm,"pron",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4101,,13-Aug-1999,23.04,2,-3,13.6912166628781,-6.2,15.2511273476767,1,,PED,2.1,250,NaN,NaN,hand,"finger flex",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,finger abd.,8
V,Pre,v4201,,13-Aug-1999,17.6,1,-3,17.9779951624987,-7.2,18.6003257734482,1,,STRI,3.65,500,NaN,NaN,NT,"",5,5,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4202,,13-Aug-1999,19.5,1,-3,16.4807747306459,-7.2,17.4305689703295,1,,PED,5.5,NaN,NaN,NaN,NT,"",5,5,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4203,,13-Aug-1999,19.4,1,-3,16.5595758060066,-7.2,17.4921351178621,1,,STRI,5.75,420,NaN,NaN,hand,"selective finger ext",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nr,40
V,Pre,v4204,,13-Aug-1999,21.93,1,-3,14.5659085993816,-7.2,15.9345115852882,1,,PED,1.9,600,NaN,NaN,NR,"pauses w/hand manip",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4205,,16-Aug-1999,20.11,1,-3,16.0000881709458,-7.2,17.0550154703808,1,,NR,NaN,NaN,NaN,NaN,hand,"finger tip",8,8,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nr,40
V,Pre,v4206,,16-Aug-1999,20.4,1,-3,15.7715650523999,-7.2,16.8764736425364,1,,NR,NaN,NaN,NaN,NaN,hand,"palm / finger - light touch",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,finger ext.,30
V,Pre,v4207,,16-Aug-1999,21.5,1,-3,14.9047532234325,-7.2,16.1992460196782,1,,NR,NaN,NaN,NaN,NaN,hand,"finger ext",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4301,,13-Jan-2000,19.2,4,-2,16.1015164814023,-4.2,18.4032781665339,1,,NR,NaN,NaN,NaN,NaN,hand,"cut index finger",10,10,0,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4301,,13-Jan-2000,19.2,4,-2,16.1015164814023,-4.2,18.4032781665339,2,,NR,NaN,NaN,NaN,NaN,hand,"cut index finger",10,10,0,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4302,,13-Jan-2000,18.9,4,-2,16.3379197074843,-4.2,18.5879766091316,1,,NR,NaN,NaN,NaN,NaN,NT,"",4,19,0,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4401,v4401b,15-Jan-2000,19.1,4,-3.5,17.1038097697514,-4.2,17.2828281836564,1,1,PED,0.8,400,NaN,NaN,elbow / wrist / hand,"elbow ext, wrist / finger ext",15,15,0,0,10,10,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,finger,30
V,Post,v4401,v4401b,15-Jan-2000,19.1,4,-3.5,17.1038097697514,-4.2,17.2828281836564,2,2,PED,3.9,500,NaN,NaN,wrist,"wk. resp. to wrist flex",15,15,0,0,10,10,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,finger,30
V,Post,v4402,v4402b,15-Jan-2000,19.3,4,-3.5,16.9462076190301,-4.2,17.1596958885913,1,1,STRI,5.5,300,NaN,NaN,NR,"",20,20,0,0,10,10,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4403,,15-Jan-2000,18,4,-3.5,17.9706215987188,-4.2,17.9600558065146,1,,NR,NaN,NaN,NaN,NaN,NT,"",9,10,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4405,,15-Jan-2000,18.4,4,-3.5,17.6554172972761,-4.2,17.7137912163844,1,,STRI,11.2,830,NaN,NaN,NR,"",3,4,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4406,,15-Jan-2000,18.3,4,-3.5,17.7342183726368,-4.2,17.7753573639169,1,,PED,1.55,400,NaN,NaN,hand,"ext of index,mid & third finger",20,20,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4407,,15-Jan-2000,18.1,4,-3.5,17.8918205233581,-4.2,17.8984896589821,1,,PED,2.5,700,NaN,NaN,wrist / hand,"wrist & finger flex",20,20,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4408,,17-Jan-2000,17.96,4,-3.5,18.0021420288631,-4.2,17.9846822655277,1,,STRI,3.55,550,NaN,NaN,NR,"",11,12,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4409,,17-Jan-2000,18.4,4,-3.5,17.6554172972761,-4.2,17.7137912163844,1,,NR,NaN,NaN,NaN,NaN,NR,"",7,6,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4410,,17-Jan-2000,18.8,4,-3.5,17.3402129958334,-4.2,17.4675266262541,1,,PED,0.95,400,NaN,NaN,forearm / elbow,"forearm sup & elbow ext",20,20,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4411,,18-Jan-2000,18,4,-3.5,17.9706215987188,-4.2,17.9600558065146,1,,PED,0.75,1,NaN,NaN,finger / wrist / elbow / shoulder,"ext of finger,wrist,elbow,shoulder",20,20,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4412,,18-Jan-2000,19.1,4,-3.5,17.1038097697514,-4.2,17.2828281836564,1,,STRI,NaN,380,NaN,NaN,NR,"",20,20,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4501,,19-Jan-2000,17.63,2,-3.5,18.2621855775533,-6.2,18.1878505523851,1,,STRI,5.5,950,NaN,NaN,NR,"",15,16,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4502,,19-Jan-2000,18.38,2,-3.5,17.6711775123483,-6.2,17.7261044458909,1,,STRI,3.4,400,NaN,NaN,forearm,"forearm pron - v. clear",19,19,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4503,,20-Jan-2000,18.5,2,-3.5,17.5766162219154,-6.2,17.6522250688518,1,,NR,NaN,NaN,NaN,NaN,hand,"finger tap cut",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4504,,20-Jan-2000,18.75,2,-3.5,17.3796135335138,-6.2,17.4983097000204,1,,STRI,5.3,260,NaN,NaN,hand,"last 2 fingers flex / ext & cut",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4505,,20-Jan-2000,18.9,2,-3.5,17.2614119204728,-6.2,17.4059604787215,1,,STRI,NaN,NaN,NaN,NaN,NT,"",9,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4506,,20-Jan-2000,19.3,2,-3.5,16.9462076190301,-6.2,17.1596958885913,1,,NR,NaN,NaN,NaN,NaN,wrist,"wrist ext",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,finger flex.,5
V,Post,v4507,,21-Jan-2000,19.18,2,-3.5,17.0407689094629,-6.2,17.2335752656303,1,,NR,NaN,NaN,NaN,NaN,NR,"",12,12,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4508,,21-Jan-2000,19.2,2,-3.5,17.0250086943907,-6.2,17.2212620361238,1,,NR,NaN,NaN,NaN,NaN,NT,"",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4508,,21-Jan-2000,19.2,2,-3.5,17.0250086943907,-6.2,17.2212620361238,2,,NR,NaN,NaN,NaN,NaN,shoulder / elbow,"int shoulder rot & elbow ext",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4509,,21-Jan-2000,20,2,-3.5,16.3946000915054,-6.2,16.7287328558633,1,,NT,NaN,NaN,NaN,NaN,NT,"",9,8,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4509,,21-Jan-2000,20,2,-3.5,16.3946000915054,-6.2,16.7287328558633,2,,NT,NaN,NaN,NaN,NaN,NT,"",9,8,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4510,,21-Jan-2000,19.95,2,-3.5,16.4340006291857,-6.2,16.7595159296296,1,,NR,NaN,NaN,NaN,NaN,wrist,"ext",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4511,,21-Jan-2000,18.45,2,-3.5,17.6160167595958,-6.2,17.6830081426181,1,,NR,NaN,NaN,NaN,NaN,elbow,"ext",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4511,,21-Jan-2000,18.45,2,-3.5,17.6160167595958,-6.2,17.6830081426181,2,,NR,NaN,NaN,NaN,NaN,NR,"",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4512,,21-Jan-2000,19.36,2,-3.5,16.8989269738137,-6.2,17.1227562000717,1,,STRI,NaN,375,NaN,NaN,NR,"",20,20,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4513,,21-Jan-2000,19.48,2,-3.5,16.8043656833809,-6.2,17.0488768230326,1,,STRI,6.9,1,NaN,NaN,NR,"",20,20,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4513,,21-Jan-2000,19.48,2,-3.5,16.8043656833809,-6.2,17.0488768230326,2,,STRI,7.8,500,NaN,NaN,NR,"",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4514,,24-Jan-2000,19.13,2,-3.5,17.0801694471432,-6.2,17.2643583393966,1,,NR,NaN,NaN,NaN,NaN,finger / wrist / elbow,"ext",20,20,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4515,,24-Jan-2000,19.5,2,-3.5,16.7886054683087,-6.2,17.0365635935261,1,,NR,NaN,NaN,NaN,NaN,hand,"cut stim of glabrous fingers",18,18,5,0,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4516,,24-Jan-2000,19.5,2,-3.5,16.7886054683087,-6.2,17.0365635935261,1,,STRI,NaN,NaN,NaN,NaN,NT,"",11,12,5,0,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4517,,24-Jan-2000,19.86,2,-3.5,16.5049215970103,-6.2,16.8149254624089,1,,PED,2.75,300,NaN,NaN,NT,"",20,20,5,0,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4518,,24-Jan-2000,19.9,2,-3.5,16.473401166866,-6.2,16.7902990033959,1,,STRI,6.75,400,NaN,NaN,NR,"",20,20,5,0,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4519,,25-Jan-2000,19.11,2,-3.5,17.0959296622153,-6.2,17.2766715689031,1,,STRI,NaN,NaN,NaN,NaN,NT,"",12,12,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4520,,25-Jan-2000,19.87,2,-3.5,16.4970414894742,-6.2,16.8087688476556,1,,PED,1.85,NaN,NaN,NaN,NT,"",20,20,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4521,,25-Jan-2000,20.17,2,-3.5,16.2606382633922,-6.2,16.6240704050579,1,,NR,NaN,NaN,NaN,NaN,hand,"finger ext, flex, & cut",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4522,,25-Jan-2000,22.2,2,-3.5,14.6609764335706,-6.2,15.3742776101469,1,,STRI,5.05,800,NaN,NaN,NR,"nearby fire w/ finger ext",13,12,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4523,v4523b,25-Jan-2000,22.42,2,-3.5,14.4876140677771,-6.2,15.2388320855752,1,1,NR,NaN,NaN,NaN,NaN,wrist / hand,"wrist & finger ext",25,25,5,1,11,11,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4524,v4524b,26-Jan-2000,19.9,2,-3.5,16.473401166866,-6.2,16.7902990033959,1,1,STRI,3.95,600,NaN,NaN,NR,"nearby fire w/ finger ext",40,40,5,1,20,20,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4525,,26-Jan-2000,20.43,2,-3.5,16.0557554674545,-6.2,16.4639984214733,1,,NR,NaN,NaN,NaN,NaN,finger / wrist / elbow,"finger / wrist / elbow ext",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4526,v4526b,26-Jan-2000,21.11,2,-3.5,15.5199081550019,-6.2,16.0453486182518,1,1,STRI,2.7,NaN,NaN,NaN,hand,"wk resp to finger ext",30,30,5,1,20,20,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4527,v4527b,26-Jan-2000,21.6,2,-3.5,15.1337828857346,-6.2,15.7436744953423,1,1,PED,2.1,NaN,NaN,NaN,hand,"finger flex",23,24,5,1,13,14,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4527,,26-Jan-2000,21.6,2,-3.5,15.1337828857346,-6.2,15.7436744953423,2,,NT,NaN,NaN,NaN,NaN,NT,"",23,24,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4527b,,26-Jan-2000,21.6,2,-3.5,15.1337828857346,-6.2,15.7436744953423,2,,PED,1.4,NaN,NaN,NaN,hand,"finger ext",13,14,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4528,v4528b,27-Jan-2000,20.2,2,-3.5,16.236997940784,-6.2,16.6056005607982,1,1,STRI,6.3,400,NaN,NaN,NR,"nearby fire w/ finger ext",35,34,5,1,20,20,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4529,v4529b,27-Jan-2000,20.6,2,-3.5,15.9217936393413,-6.2,16.3593359706679,1,1,STRI,5.3,NaN,NaN,NaN,NT,"",26,26,5,1,11,12,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4530,,27-Jan-2000,21.58,2,-3.5,15.1495431008067,-6.2,15.7559877248488,1,,NR,NaN,NaN,NaN,NaN,NT,"",14,14,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4531,,27-Jan-2000,21.76,2,-3.5,15.0077011651575,-6.2,15.6451686592901,1,,PED,2,140,NaN,NaN,hand,"finger flex.",20,20,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4532,,28-Jan-2000,21.25,2,-3.5,15.409586649497,-6.2,15.9591560117062,1,,NR,NaN,NaN,NaN,NaN,NT,"",15,16,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4533,,28-Jan-2000,21.66,2,-3.5,15.0865022405182,-6.2,15.7067348068227,1,,PED,NaN,NaN,NaN,NaN,NT,"",17,17,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4534,,28-Jan-2000,21.56,2,-3.5,15.1653033158789,-6.2,15.7683009543553,1,,THAL,2,1,NaN,NaN,hand,"high tonic-palm not touching",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4535,,28-Jan-2000,21.77,2,-3.5,14.9998210576215,-6.2,15.6390120445369,1,,STRI,3.15,300,NaN,NaN,NR,"",20,20,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4536,,28-Jan-2000,22.55,2,-3.5,14.3851726698082,-6.2,15.1587960937829,1,,THAL,1.45,NaN,NaN,NaN,hand / wrist,"finger / wrist ext",13,14,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4537,,28-Jan-2000,21.52,2,-3.5,15.1968237460231,-6.2,15.7929274133683,1,,PED,2.95,200,NaN,NaN,hand,"ext of digits #4&5",20,20,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4601,,31-Jan-2000,18,5,-3.5,17.9706215987188,-3.2,17.9600558065146,1,,STRI,7.1,NaN,NaN,NaN,hand,"active hand",17,17,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4602,v4602b,31-Jan-2000,18.63,5,-3.5,17.4741748239466,-3.2,17.5721890770595,1,1,NR,NaN,NaN,NaN,NaN,NR,"",27,28,5,1,20,20,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4602,v4602b,31-Jan-2000,18.63,5,-3.5,17.4741748239466,-3.2,17.5721890770595,2,2,NR,NaN,NaN,NaN,NaN,NR,"",27,28,5,1,20,20,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4603,v4603b,31-Jan-2000,18.88,5,-3.5,17.2771721355449,-3.2,17.418273708228,1,1,PED,1.8,1,NaN,NaN,hand,"finger ext",20,20,5,1,20,20,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4604,,31-Jan-2000,18.4,5,-3.5,17.6554172972761,-3.2,17.7137912163844,1,,PED,1.55,210,NaN,NaN,hand / wrist / elbow,"finger / wrist ext & elbow flex",20,20,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4604,,01-Feb-2000,18.4,5,-3.5,17.6554172972761,-3.2,17.7137912163844,2,,PED,1.1,700,NaN,NaN,hand / wrist / shoulder,"finger / wrist ext & shoulder flex",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4605,,01-Feb-2000,18.65,5,-3.5,17.4584146088744,-3.2,17.5598758475529,1,,PED,1.25,440,NaN,NaN,hand / wrist,"finger / wrist ext",20,20,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4605,,01-Feb-2000,18.65,5,-3.5,17.4584146088744,-3.2,17.5598758475529,2,,NT,NaN,NaN,NaN,NaN,hand,"finger ext",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4606,,01-Feb-2000,19,5,-3.5,17.1826108451121,-3.2,17.344394331189,1,,STRI,NaN,NaN,NaN,NaN,NT,"",18,18,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4606,v4607,01-Feb-2000,19,5,-3.5,17.1826108451121,-3.2,17.344394331189,2,1,PED,3.2,280,NaN,NaN,NR,"",18,18,5,1,38,38,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4701,,02-Feb-2000,21.1,1,-3.5,15.527788262538,-7.2,16.0515052330051,1,,NR,NaN,NaN,NaN,NaN,hand,"finger ext",11,11,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4702,,02-Feb-2000,22.9,1,-3.5,14.1093689060459,-7.2,14.9433145774189,1,,PED,NaN,NaN,NaN,NaN,NT,"",15,15,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4702,,02-Feb-2000,22.9,1,-3.5,14.1093689060459,-7.2,14.9433145774189,2,,NR,NaN,NaN,NaN,NaN,NT,"",15,15,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4703,,02-Feb-2000,22.8,1,-3.5,14.1881699814065,-7.2,15.0048807249515,1,,PED,2.2,550,NaN,NaN,wrist / hand,"wrist / finger flex",20,20,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4704,,02-Feb-2000,23,1,-3.5,14.0305678306852,-7.2,14.8817484298863,1,,STRI,6.85,230,NaN,NaN,wrist,"wrist flex",17,16,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4801,v4801b,03-Feb-2000,17.18,1,-3.5,18.6167904166763,-7.2,18.4648982162817,1,1,STRI,7.4,950,NaN,NaN,NR,"active grip of new surf",40,40,5,1,20,20,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4802,,03-Feb-2000,17.7,1,-3.5,18.2070248248008,-7.2,18.1447542491123,1,,NR,NaN,NaN,NaN,NaN,hand / wrist,"finger / wrist flex & cut & light touch of finger",20,20,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
